서린바이오,한국경제,2017.12.06. 오전 9:55,"서린바이오, 새로운 CI 제정 선포","서린바이오사이언스(대표이사·회장 황을문)가 글로벌 바이오 헬스케어 100년 기업으로의 비전을 실현하기 위해 지난 5일 새로운 CI를 제정하고 선포식을 개최했다.

서린바이오사이언스는 올해 창립 33주년을 맞이해 R&D·제조 공장 및 물류센터인 동탄 서린글로벌센터를 개소하며 새로운 CI를 제정했다.

황을문 서린바이오 회장은 ""새롭게 선보이는 CI는 기존의 바이오 인프라 기반 위에 바이오 장비의 국산화와 메디컬 에스테틱 및 기능성 코스메틱 분야까지 진출해 바이오 헬스케어 기업으로서의 면모를 선보이며 미래지향적이고 차별화된 기업의 위상을 높일 뜻을 담았다""고 설명했다.

새롭게 바뀐 서린바이오의 CI는 새싹을 모티브로 한 심벌마크로 서린의 경영이념(Good people, Good work, Good Company)과 글로벌 바이오 헬스케어 전문기업으로 친환경적인 이미지로 차별화시켰다.

심벌마크에서 사용 된 색상은 빛의 3원색인 RGB(Red, Green, Blue)를 모티브로 했으며 초록색은 친환경 바이오 전문기업으로의 신뢰와 권위를, 빨강색은 글로벌기업으로의 약동하는 열정과 강한 추진력을, 파랑색은 고객을 위한 첨단 서비스의 속성을 상징한다.

정형석 한경닷컴 기자 chs8790@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
서린바이오,한국경제,2017.12.06. 오후 4:30,"서린바이오, 새로운 CI 제정…100년 기업 도약 선포","[ 한민수 기자 ]


서린바이오사이언스는 글로벌 바이오 헬스케어 100년 기업으로의 비전을 실현하기 위해 새로운 기업이미지(CI)를 만들었다고 6일 밝혔다.

서린바이오사이언스는 올해 창립 33주년을 맞이해 연구개발·제조 공장 및 물류센터인 동탄 서린글로벌센터를 개소하며 새로운 CI를 제정했다는 설명이다.

황을문 회장은 ""글로벌 경영 환경에 걸맞는 고품격의 제품 및 서비스를 제공한다는 가치를 담은 CI를 구축하게 됐다""고 설명했다.

새롭게 선보이는 CI는 기존의 바이오 인프라 공급 사업 기반 위에 바이오장비 국산화와 메디컬 에스테틱 및 기능성 코스메틱 분야까지 진출한 서린바이오의 미래지향적 뜻을 담았다.

한민수 기자 hms@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
서린바이오,서울경제,2017.12.07. 오전 11:11,"서린바이오, 보통주 1주당 0.06주 주식배당 결정","[서울경제] 서린바이오(038070)는 보통주 1주당 0.06주의 주식배당을 결정했다고 7일 공시했따.

배당기준일은 오는 31일이다.

/박시진기자 see1205@sedaily.com

[서울경제 바로가기]
1997년 이래 대한민국 최고의 과학자 DB [바로가기▶]
서울경제의 모든 연재물!... 서경Cube [바로가기▶]


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
서린바이오,이데일리,2017.12.07. 오전 11:16,"서린바이오, 주당 0.06주 주식배당 결정","[이데일리 오희나 기자] 서린바이오(038070)는 보통주 1주당 0.06주의 주식배당을 결정했다고 7일 공시했다. 배당기준일은 오는 31일이다.

오희나 (hnoh@edaily.co.kr)

▶네이버 채널에서 ‘이데일리’를 구독해주세요
▶[페이스북] 보러가기~ ▶[카카오톡] 플친 맺기~♥


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
서린바이오,머니투데이,2017.12.07. 오전 11:18,"서린바이오, 주당 0.0620817주 주식배당 결정","[머니투데이 권혜민 기자]
서린바이오는 보통주 1주당 0.0620817주의 주식배당을 결정했다고 7일 공시했다. 배당주식은 총 40만주다. 배당 기준일은 오는 31일이다.

▶지금 옆사람이 보는 기사들
▶무료만화 즐기고~선물타자! ▶치어리더 vs 레이싱걸

권혜민 기자 aevin54@

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
서린바이오,한국경제,2017.12.07. 오전 11:24,"서린바이오, 주당 0.06주 주식배당 결정","서린바이오는 보통주 1주당 0.06주의 주식배당을 결정했다고 7일 공시했다. 배당기준일은 오는 31일이다.

김은지 한경닷컴 기자 eunin11@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
서린바이오,뉴시스,2017.12.07. 오전 11:31,"서린바이오, 주당 0.06주 주식배당 결정","【서울=뉴시스】김형섭 기자 = 코스닥 상장사 서린바이오(038070)는 보통주 1주당 0.0620817주를 배당키로 결정했다고 7일 공시했다. 배당주식 총수는 40만주로 배당기준일은 오는 31일이다.

ephites@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 네이버 채널에서 뉴시스를 구독해주세요

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
서린바이오,연합뉴스,2017.12.07. 오전 11:47,"서린바이오, 주당 0.06주 주식배당 결정","(서울=연합뉴스) 권수현 기자 = 코스닥 상장사 서린바이오는 보통주 1주에 0.0620817주를 배당하기로 했다고 7일 공시했다.

배당되는 주식은 모두 40만주이고 배당기준일은 오는 31일이다.

inishmore@yna.co.kr

▶기사제보 및 문의(클릭!)

▶최신 유행 트렌드 총집결(클릭!)"
서린바이오,아시아경제,2017.12.07. 오후 1:58,"서린바이오, 주당 0.06주 주식배당 결정","[아시아경제 박나영 기자]서린바이오는 보통주 1주당 0.06주의 주식배당을 결정했다고 7일 공시했다. 배당기준일은 오는 31일이다.

박나영 기자 bohena@asiae.co.kr

▶ 네이버 채널 설정하고 '코오롱 롱패딩' 받자!
▶ 양낙규의 '군사이야기' ▶ #아시아경제 페이스북

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
서린바이오,한국경제,2017.12.14. 오후 4:28,[BIZ Success Story] 서린바이오사이언스 & 경동나비엔,"김낙훈의 현장속으로



[ 김낙훈 기자 ]
경제지표가 나아지고 있다곤 하지만 현장 경기는 여전히 기지개를 켜지 못하고 있다. 이런 가운데서도 활발하게 투자하고, 신제품을 개발하며, 해외시장 개척에 나서는 기업들이 있다. 서린바이오사이언스는 180억원을 투자해 경기 동탄에 ‘서린글로벌센터’를 완공해 제2의 도약에 나서고 있다. 경동나비엔은 ‘기술력’과 ‘시장다변화’라는 쌍두마차로 보일러업계 사상 첫 2억달러 수출 고지에 올랐고 해외시장 개척을 더욱 강화하고 있다. 이들의 전략을 살펴본다.

황을문 서린바이오사이언스 회장(오른쪽)과 김병철 서린메디케어 사장이 서린글로벌센터에서 플라즈마 장비의 수출 방안을 논의하고 있다. 김낙훈 기자
◆서린바이오사이언스-R&D·생산·물류 집결한 서린글로벌센터서 제2 도약 노린다

서린바이오사이언스(회장 황을문)가 경기 화성시 동탄에 ‘서린글로벌센터’를 완공하고, 글로벌 바이오 헬스케어 비전을 담은 새로운 ‘CI(기업이미지통일화 작업)’를 제정하는 등 제2의 도약에 나섰다. 1984년 설립된 서린바이오는 바이오 연구 및 생산 관련 토털 솔루션 제공 기업이다.

경부고속도로변에 있는 서린글로벌센터는 서린바이오가 연구개발(R&D), 제조 공장 및 물류센터를 한데 모은 곳이다. 물결치는 듯한 독특한 건물 외관에 1층 로비는 작은 판테온을 연상시키는 구조로 돼 있다. 지하 2층, 지상 7층의 연건평 1만3000㎡ 규모다. 부지 매입과 건축 설비투자 등에 약 180억원을 투자했고 앞으로도 지속적인 투자를 통해 국내외 사업을 확장해나갈 계획이다.

이곳에서 만난 황을문 서린바이오 회장은 “서린글로벌센터에는 서린바이오사이언스의 제조 및 물류부문과 서린생명과학연구소, 자회사인 플라즈마 전문기업 서린메디케어가 입주한다”며 “서린그룹의 바이오사업과 헬스케어사업의 연구개발, 제조 및 물류의 중추적인 역할을 하는 글로벌 전진기지”라고 말했다.

이곳 연구소에서 서린바이오는 신제품을 개발하고 있다. 대표적인 게 ‘에코트리(ecoTree)’다. 이 제품은 희석염산을 전기분해해 생성되는 미산성차아염소산수를 제조하는 바이오 장비다. 황 회장은 “이 장비는 대학실험실이나 병원 가정 등에서 간편하게 살균할 수 있는 물질을 생성하는 장비”라고 설명했다.

황 회장은 이번 서린글로벌센터 완공을 계기로 제조 공간을 세 배 확장한 자회사 서린메디케어(대표 김병철)에 기대를 걸고 있다. 서린바이오가 2013년 말 지분 51%를 인수한 서린메디케어는 의료기기 및 미용기기업체다. 고주파 및 초음파를 활용한 에스테틱 장비는 물론 최근 피부미용 의료기기시장에서 관심이 높아지고 있는 플라즈마 기술을 바탕으로 피부미용 의료기기를 제조한다. 작년에 25억원의 매출을 올렸고 그해 무역의 날에 ‘100만불 수출탑’을 받았다. 올해 경기도 수출유망중소기업에 선정되기도 했다.

김병철 서린메디케어 사장은 “우리는 플라즈마 기술에서 여러 건의 특허를 보유하고 있는 등 이 분야에서 강점을 갖고 있다”고 말했다. 미국, 유럽, 중국 등 전 세계로 플라즈마 의료기기 수출에 나서고 있다.

김 사장은 “특히 외국 뷰티 유명 기업이 플라즈마 관련 일부 제품에 대해 깊이 있는 테스트를 하겠다며 제품을 요청해 보낸 상태”라고 덧붙였다. 김 사장은 플라즈마 제품 연구를 위해 기업 병원 대학 등의 관계자들이 모인 대한바이오플라즈마학회 부회장으로 활동하고 있다.

김 사장은 2012년 창업 후 불과 5년 새 메디컬용, 에스테틱용 및 홈케어용 등 약 30종의 모델을 개발했다. 의료용 피부 시술 장비인 ‘플라즈마 BT(Plasma BT)’와 에스테틱용 피부관리 장비인 ‘플라손(Plason)’, 이를 가정에서 사용할 수 있도록 홈케어용으로 개발한 ‘플라즈마 샤워(ACNO Plasma Shower)’ 등이 그 예다.

이같이 왕성한 제품 개발에 나설 수 있는 것은 그가 엔지니어이기 때문이다. 전국기능경기대회 마이크로프로세서 분야 외 각종 대회에서 다수의 수상 경력이 있다. 전자기기 분야 기능장이기도 하다. 플라즈마 장비는 러시아 라잔국립무선공학아카데미에서 진공 및 플라즈마 연구로 박사학위를 받고 광운대 공대 교수를 지낸 이춘우 박사(61)와 공동 개발하고 있다.

김 사장은 “그동안 해외시장에서 먼저 성과를 보인 플라즈마 의료장비가 최근 국내 의료기기 시장에서도 주목받기 시작했다”며 “특히 개인용 플라즈마 미용기기에 대한 소비자 반응이 좋아 후속 제품 개발에 박차를 가하고 있다”고 말했다.

구용서 경동나비엔 영업본부장이 경기 평택 서탄공장에서 경영전략을 설명하고 있다.김낙훈 기자
◆경동나비엔-보일러업계 첫 2억弗 수출탑… 콘덴싱 기술로 美·中 홀렸다

경동나비엔(대표 홍준기)이 지난 5일 서울 코엑스에 열린 무역의 날 행사에서 보일러 업계 최초로 ‘2억불 수출의 탑’을 받았다. 수출 실적 산정기간(2016년 7월~2017년 6월) 수출액은 약 2억1000만달러에 달했다.

1992년 업계 최초로 중국에 보일러를 수출하며 보일러 수출시대를 연 경동나비엔은 이후 업계 수출 1위를 기록하고 있다. 수출이 본격 늘기 시작한 2008년까지만 해도 경동나비엔의 수출은 연간 2152만달러에 그쳤지만 약 8년 새 10배가 늘었다.

수출대상국은 30여개국에 이른다. 여기엔 미국 캐나다 멕시코 브라질 칠레 등 미주와 영국 네덜란드 덴마크 독일 등 유럽, 이란 레바논 시리아 등 중동, 남아프리카공화국 등 아프리카가 포함된다. 중국, 일본, 몽골, 대만, 호주, 뉴질랜드 등 아시아와 오세아니아도 들어 있다.

회사 측은 수출 확대가 콘덴싱 분야에서의 기술력과 시장 다변화 전략이 주효한 데 따른 것으로 보고 있다. 콘덴싱보일러는 수증기가 물로 변할 때 생기는 열을 다시 한번 활용하는 친환경 고효율 보일러다. 일반 보일러가 연소 과정에 발생한 배기가스의 열을 그대로 내보내는 것과 달리 배기가스 내에 포함된 수증기를 물로 응축시키는 과정을 통해 열을 흡수해 난방과 온수를 생산하는 데 재활용한다.

시장다변화도 한몫했다. 미국, 러시아 시장에서 정상에 오른 데 이어 급성장하는 중국 시장에서도 영향력을 확대했다. 대표적인 내수산업이던 보일러 산업을 수출산업으로 탈바꿈시킨 셈이다.

경동나비엔 관계자는 “세계 최대 온수기 시장인 미국에서 콘덴싱 기술을 기반으로 일본 기업이 선점하고 있던 순간식 온수기 시장의 판도를 바꿨다”며 “콘덴싱보일러와 온수기 시장 모두에서 정상에 올라섰다”고 말했다.

혹한의 추위로 유명한 러시아 시장에서도 경동나비엔은 후발주자로서의 한계를 기술력으로 극복해 벽걸이 보일러 시장 1위로 올라섰다. 지난해에는 소비자가 직접 선정한 ‘러시아 국민브랜드’ 중 업계 최초로 가스보일러 부문 수상자로 뽑혔다. 쟁쟁한 독일 기업 등 유럽 브랜드를 눌렀다.

해외시장 개척 과정에서 어려움도 많았다. 협력업체의 기술력이 부족해 외주 생산부품이 품질 문제를 일으키기도 했다. 미국 시장 진출 당시 외주업체에서 생산한 플라스틱 사출부품이 현지의 높은 수압을 견뎌내지 못하고 손상되는 문제가 발생했다. 시장 진출 초기 브랜드와 제품에 대한 신뢰도가 무엇보다도 중요한 점을 감안하면 큰 위기를 맞은 것이다. 경동나비엔의 구용서 영업본부장은 “문제 해결을 위해 화학 분야 전문 기술력을 가진 모기업 경동원의 세라텍사업부와 협업해 부품을 자체 생산했고 결국 북미 시장에서 소비자의 신뢰를 받는 기업으로 자리매김했다”고 설명했다.

이제는 중국 시장 공략을 강화하고 있다. 환경문제로 골머리를 앓고 있는 중국에선 대기오염의 주요인인 난방용 석탄을 가스로 교체하는 사업이 확대되고 있다. 이에 따라 콘덴싱 기술을 기반으로 친환경 시장을 공략하고 나서는 한편 프리미엄 온수기로 현지 시장에 진출하는 마케팅 전략을 펴고 있다. 홍준기 대표는 “경동나비엔은 내수산업이던 보일러산업의 틀을 깨고 해외 고객에게 쾌적한 생활환경을 선사하려고 노력해 왔다”며 “4차 산업혁명 시대에 대비하기 위해 자동화공장인 서탄공장을 건설했고 사물인터넷 등 관련 기술도 축적해온 만큼 앞으로 해외 진출에 더욱 적극 나설 것”이라고 말했다.

김낙훈 중소기업전문기자 nhk@hankyung.com



[한경닷컴 바로가기] [글방] [모바일한경 구독신청]
ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
