,종목명,날짜,전체평점,평점,제목,장점,단점,이직이유
853,코아시아,2022.08.10,3.4,3.0,“워라밸은 보장되나 사람마다 업무량 차이가 심함”,"퇴근눈치보지 않아도되고
연차사용이 자유로운편 연차사용 수당지급","역피라미드 구조 실무인원부족
사람마다 업무량 차이가 심한편",
854,코아시아,2022.08.08,3.4,4.0,“신입사원이 배워나가기에 좋은 회사”,"신입 교육을 1년 간 해줌
서울에 위치해 있음
직원들의 의견을 많이 들으려고 노력하는 것 같음","아직 체계가 부족함
복지가 적음
워라밸보다는 커리어 향상에 집중해야 함",
855,코아시아,2022.08.06,3.4,4.0,“무난한 회사 성장은 가능”,"다양한 업무를 접해볼 수 있다
성장이 가능하다
워라밸 가능","직원층이 얇아서 혼자 처리해야하는 경우가 많다
연봉이 짜다",
856,코아시아,2022.07.26,3.4,3.0,“무난하다”,자유로운 분위기 꼰대 마인드가 거의 없음. 성장 가능한 환경,"급여가 타사대비 낮은 편
복지는 거의 없는 수준
야근이 잦다",
857,코아시아,2022.07.06,3.4,5.0,“교육 철저하고 엔지니어를 생각해주는 회사”,"복지 (택시비지원, 10시이후 야근수당, 점심저녁제공, 노트북제공 등등)
회사 교육 (반도체 교육부터 실무교육까지 굉장히 철저함)","지하철에서 조금 멀다(900m 정도, 걸어서 10분)
점심이 아직 8000원이다(식당 거의 9000원이 평균)",
858,코아시아,2022.07.01,3.4,3.0,“변화가능성이 있는 회사”,"급여는 동종 업계 비교 괜찮은 수준임
본인이 노력하고자 하면 일정 부분은 인정받을 수 있음",부서에 따라 다르지만 엔지니어들의 경우 현재 중간 허리급이 없어서 야근이 꽤 많은 편임,
859,코아시아,2022.06.27,3.4,3.0,“무엇인가 하려고는 함”,"다양한 경험, 복지는 나아지는 중, 다양한 시도 중 좋은 점도 있음 분명","아마츄어적 운영, 선적용 후공지, 이랬다 저랬다.
같은 현상 다른 처리 등등",
860,코아시아,2022.06.22,3.4,4.0,“신입 교육 해주는 회사”,"신입 교육
수평적 분위기
서울 송파구 근무
식대 지원.","대중교통 이용하기엔 다소 애매한 위치
동탄 이전 예정.",
861,코아시아,2022.06.09,3.4,5.0,“그룹사 명함이주는 메리트있음”,"일단 그룹사이기때문에
보여지는 부분에서 오는 메리트있음

식사,주차 제공

연봉은 일반중소기업 중상정도?","몇 그룹사에 미적용되는 인센티브 아쉬움

복리후생이 그룹사마다 각기다름

연봉인상이 더많이됬으면",
862,코아시아,2022.05.20,3.4,3.0,"“역피라미드 구조 회사, 워라벨은 보장됨”","야근 없음, 야근해도 한달에 한번 할까말까
한달에 두번 일찍 끝남","차장, 부장들이 넘쳐나는 회사.
사원 주임급은 거의 없고 역피라미드 구조..
차부장들이 많으니 서로 일을 안하려고함
송파에서 동탄으로 이사가는데 직원들 상의없이 통보때리는 어이없는 회사 ..",
863,코아시아,2022.05.18,3.4,3.0,“배우고 경험할 수 있는것은 많다”,연봉이 작은 편은 아니고 복지를 늘려나가려고 노력한다.,부서별로 극명히 갈리는 업무강도. 하여 잘못걸리면 박터진다.,
864,코아시아,2022.05.17,3.4,3.0,“전망성 높은 기업”,"나름 반도체 쪽에서는 인정받고 서울에 위치하다는 것이 큼
사람들도 대부분 좋은 편","1) 통보식이 유독 강함.
2) 식비가 조금 적은편??",
865,코아시아,2022.05.15,3.4,4.0,“근무지 좋다”,근무지가 좋다. 배우고 싶으면 많은걸 배울 수 있다. 자유롭다.,딱히 없다. 굳이 꼽자면 아직은 체계가 잘 잡힌것 같지 않다.,
866,코아시아,2022.05.14,3.4,2.0,“중견이 되고 싶지만 일처리는 중소기업”,"서울 송파 위치로 인한 인프라
신입사원 교육을 1년 가까이 길게 함
급여는 최근 업계 다 같이 인상 중
일부 몇몇을 제외한 대부분의 이사, 전무님들이 젊은 마인드를 가지려고 노력하심","현재 송파에 있지만 22년 말 동탄으로 이전할 확률 높음
회사 이전을 거의 일방적 통보로 진행 중
야근이 정말 항상 있음
월세, 주차비 지원 없음",
867,코아시아,2022.05.13,3.4,3.0,“역량 부족”,"1.자유로운 분위기 및 연차 사용
2.회사 규모가 점점 커지고 있음
3.업무적으로 기회가 많음","1.인력 교체 및 유입으로 인한 사내 분위기 변화
2.커지는 규모를 감당하지 못하는 것 같음
3.나에게 도움을 줄 수 있는 사람은 없다는 마인드로 일해야 함
4.요구사항이 반영되지 않음",
868,코아시아,2022.05.07,3.4,4.0,“변화가 많아지고 있는 회사”,"초봉이 4000대로 좋았음.
교육을 기초부터 해줘서 좋음.
사람들이 좋음.","교육을 해줘서 좋긴하나 필요 없다고 생각하는 부분까지 교육이 있음.
좋은사람이 많긴하나 꼰대도 좀 있는듯",
869,코아시아,2022.05.02,3.4,3.0,“야근은없지만 급여가 작은회사”,"워라벨 주말보장 퇴근시간보장
역이랑가까워 지하철이도이동가능
점심 저녁 무상제공","매출위주로 인원관리
권고사직이잦음
신규투자를 잘 안해줌
회사발전가능성이 낮음",
870,코아시아,2022.04.29,3.4,2.0,“이것도 제가해요? 갑자기 그렇게되었다고요?”,"출퇴근 시간이 자유롭다
배울 수 있는 기회의 장은 넓다
서울에서 출퇴근 할만하다","출퇴근 시간이 자유로운 만큼 퇴근을 못한다는 말이다.
배울 수 있는 기회는 많으나 알려줄 사람이 없다. 그래서 직접 배워야한다.
이제 동탄으로 옮기면 대거 이탈할것 같다.
모든건 통보식이다.",
871,코아시아,2022.04.28,3.4,3.0,“워라벨은 좋으나..”,"워라벨 괜찮음
급여수준 나쁘지 않음
또 쓸말이 뭐가 있을까","열심히 일하는 사람보다
배짱이가 더 보상받는 경우가 다수있음
일하다보면 현타옴",
872,코아시아,2022.04.28,3.4,4.0,“셋업되고 있는 회사”,"자기 업무 능력에 따라 자율적인 출퇴근, 서울에 있는 반도체 회사","타 회사 대비 애매한 복지와 연봉, 업무에 따른 노동 강도 평이함 부족, 모회사의 갑질아닌 갑질",
873,코아시아,2022.04.27,3.4,2.0,“연차는 언제든 쿨하게 사용 가능한 회사.(인천 기준)”,"점심밥 식당에서 제공
연차 편히 사용
팀원 간 사이는 좋음
신입이 없지만 들어온다면 다들 잘해줌
주차장이 커서 모든 직원 사용가능","대리이하 연봉 동결이였으나 최근에 변견된듯함
제조회사인데 라인이 국내에 이제 거의 없음
라인이 없으니 작업자도 다 정리하고 내부 인원 또한 감축 진행
오너가 없음
임원들의 라인 타기 및 리더쉽 부재가 심각함",
874,코아시아,2022.04.22,3.4,2.0,“중소기업 주제에 대기업 흉내내기 바빠 가랑이 찢어지는 회사”,"해당 매출 규모의 회사 대비 연봉이 높음(좀 많이), 주말 근무 없음. 퇴근 시간 자유",국내 사업장을 축소 시키는데 혈안이 되어있음. 해외 사업장 확충을 좋아함,
875,코아시아,2022.04.19,3.4,2.0,“업종은 유망하나 ...”,"밝은 미래 (업종)
실력 향상 가능성 200%
모회사의 자본력","지속적인 적자의 돌파구 없음
부족한 인력
회사 확장의 방향성이 불분명함",
876,코아시아,2022.04.16,3.4,3.0,“적당히 다니기 괜찮음”,직원 복지는 신경쓰려고 노력하는 거 같다. 직원간에 소통을 많이 하려고 노력한다.,워라벨 보장이 안된다. 체계가 부족하다. 인맥으로 들어온 사람들이 많다.,
877,코아시아,2022.04.16,3.4,3.0,“커리어에는 큰 도움이 되는 회사”,"서울에서 엔지니어가 다니기 좋음
주변 인프라가 잘 되어있음
나름 깔끔한 건물
나름 높은 연봉","체계가 없음(주먹구구식)
경영진들의 무리한 역량 요구
역하고 거리가 멈",
878,코아시아,2022.04.13,3.4,3.0,“무리없이 다니기는 좋음 첫징장으로도 괜춘”,"워라벨 (부바부/사바사)
교육체계 (신입한정)
나쁘지 않은 복지 및 처우","숨기려하지만 숨어있는 꼰대문화
커리어 성장이 조금 부족함
임원분들 정신좀 차리셔야함",
879,코아시아,2022.04.13,3.4,3.0,“뫼비우스의 띠”,"자유로운 분위기에서 업무 진행
공무원 처럼 칼퇴 하는 분위기","문제 발생시 팀 간 책임 전가로 팀원들 업무 과중화
미팅은 많으나 결론이 없는 경우가 많음
공동 업무 진행시 눈치 싸움이 심함
급여는 괜찮으나 복지가 약함
칼퇴 하는 사람만 함",
880,코아시아,2022.04.07,3.4,3.0,“글로벌 리더가 되고싶지만 가야할 길이 아주 먼 회사”,"1. 함께 근무하는 동료간에 사이가 좋음

2. 팀별 분위기가 다르지만 대체적으로 화기애애한 분위기","1. 중간층이 없는 모래시계형 구조

2. 과다한 업무로 인한 살인적인 근무시간

3. 체계적이지 못한 근무 및 복지 시스템

4. 문제점을 개선하려고 시도하지만, 근무자들의 요구사항을 수용하지 못함

5. 타 부서와의 소통 부재",
881,코아시아,2022.04.06,3.4,3.0,“삶의균형 보장”,"일찍퇴근하는부서, 늦게퇴근하는 부서 갈림
사업부별 편차큼","사내 정치싸움 심해보임
주인의식 부족한 사람들 보임
연봉이 낮은듯",
882,코아시아,2022.04.06,3.4,3.0,“그래도 이만한 회사 없다”,"연차를 쓰면 휴가비를 줌 ( 연차 촉진 권장 ), 동탄 중심가로 본사 이전하여 건물 깨끗하고 주변환경 아주 좋음, 사람들 좋음, 대체적으로 젊은편",연구직이나 제조직은 해외 장기출장 3개월정도있고 상여금이 들쭉날쭉함,
883,코아시아,2022.03.31,3.4,2.0,“삼성의 그늘을 못 벗어난 삼성 출신 인사들의 놀이터”,"임직원 간 자유로운 분위기
삼성 용역과제 경험을 통한 커리어 및 역량 향상 기회
서울에 위치한 회사","돈을 써야할 곳과 안 써도 될 곳을 분간하지 못함
심각한 수준의 야근
일반 엔지니어들은 그 누가 봐도 갈려나가고 있으나 정작 가장 잘 사태를 파악하고 있어야할 팀장급의 무능력함과 무신경함
경력직에 대한 처우가 밑바닥 수준
유통업 기반으로 성장한 모기업의 마인드에 맞추어 돌아가는 기업
과제는 쏟아지고 있으나 과제 경험이 있는 경력직의 수가 극히 적음",
884,코아시아,2022.03.26,3.4,4.0,“워라벨 괜찮은 회사”,아직 키워가는 회사라 투자를 잘함 신입 연봉도 잘준다고 들었음,아직은 부족한 복지 체계적인 스케쥴로 업무진행이 되는 느낌은 아님,
885,코아시아,2022.03.15,3.4,2.0,“칼퇴 가능한 회사”,"점심 / 저녁밥
22년부터 연차 1회사용시 10만원 지급 생김
그 외 없음
연차 눈치안봄","위 장점 빼면 모두 단점
군대식 문화
까라면 까
차장 이상 칼퇴 / 그이하 야근 많음",
886,코아시아,2022.02.24,3.4,5.0,“일을 재밌게 할 수 있는 회사”,"수평적 문화 (꼰대 드묾)
계열사&사업이 여럿이라 시야를 넓힐 수 있음
재밌는 일들을 많이 하고 노력하는 만큼 배울 수 있는 것도 많음
회장님 카리스마 장난 없음
배우고 싶은 임원들이 많음","능력과 노력을 모두 갖춘 사람들이 많아 자칫 뒤쳐지기 쉬움
임원과 뉴비가 많고 허리 역할을 하는 중간 관리자들이 적음
경영진이 추구하는 가치가 말단 사원으로까지 연결되지 못하는 느낌
계열사간 알력 다툼 존재
우리 건물 사주세요",
887,코아시아,2022.02.23,3.4,3.0,“그룹내 사업부별 문화가 극과극 / 산으로간 배”,"중견기업이라고 외부에서 좋은회사로 봄
조용히 있으면 무한 버스 가능","작은 국회의사당
직원 = 자재 취급
고객 < 자기방어 우선
이슈?? 근데??
관리 ?? 그게뭔가요",
888,코아시아,2022.02.21,3.4,4.0,“커리어 향상 할 기회가 있으나 워라밸이 보장이 안됨”,최신공정 과제를 할 수 있고 그에 대한 노하우도 있어 열심히 일 하면 배울 것이 많은 회사,워라밸 보장이 전혀 안됨. 프로젝트를 시작하고 나서 주 52시간이 지켜진 적이 없음. 휴가 쓸 때 눈치는 안주지만 바빠서 쓸 수가 없음,
889,코아시아,2022.02.13,3.4,5.0,“성장이 기대되는 회사”,사내 분위기가 좋고 앞으로 더 규모가 커지고 성장이 기대된다.,아직은 크게 없지만 근무 환경이 조금만 더 개선되었으면 하는 바램이 있다.,
890,코아시아,2022.02.03,3.4,3.0,“워라벨과 복지 좋은회사”,"휴가 눈치볼 필요 없고
유연근무제라서 출퇴근이 자유롭다
프로젝트 없을때 언제든 칼퇴가능.
회사에서 직원 복지를 위해 항상 신경써주고 많이 챙겨줌.","업계 대비 낮은 연봉
모래시계형 구조(중간 경력자 많이 없고 임원과 신입 인턴이 대다수)",
891,코아시아,2022.01.26,3.4,3.0,“전망이 좋은 회사”,"삼성전자 시스템을 따라가는 듯한 느낌임
발전가능성이 큼","주변 물가에 비해 식대가 아쉬움
시스템이 완전 갖춰지지 않음",
892,코아시아,2022.01.22,3.4,4.0,“괜찮음”,"교육이 잘 돼어있음
나쁘지않은 초봉
사람들 무난함
연차 사용시 수당","화장실이 적음
사옥 이전한다는 소리가 있어서 그때 해결됄듯",
893,코아시아,2022.01.11,3.4,5.0,“야무진 회사”,기초부터 배울 수 있고 중견치고 배울게 많아 삼성과 교류 상당해 그리고 분위기가 좋아,회사 위치가 서울이다보니 월세가 비쌈 그 외 단점은 눈씻고 찾아봐도 찾기 쉽지않음,
894,코아시아,2022.01.10,3.4,5.0,“좋음”,모든게 좋음 연봉도 높은 편이고 사내 복지도 좋은 편임,서울 위치상 월세 비용 부담 사내 주차 지원 안됨 이외는 없음,
895,코아시아,2022.01.05,3.4,5.0,“신입사원이 편하게 일을 배울 수 있는 회사”,신입사원이 잘 적응할 수 있게 처음부터 가르쳐주는 세심함,주차 지원이 되지않고 주변에 주차할 곳이 마땅치 않아 자가사용이 힘듬,
896,코아시아,2022.01.03,3.4,5.0,“워라밸 보장가능”,"초봉이 업계 최고수준이고, 워라밸이 보장된다. 임원분들도 좋으신분들이다.",실무에 투입되는 엔지니어 수가 적은것 같다. 외국 엔지니어도 있겠지만 뭔가 배우기위해서는 국내 엔지니어도 필요할텐데 너무 적다.,
897,코아시아,2021.12.30,3.4,3.0,“괜찮음”,교육을 철저하게 하는 회사라 좋은 것 같긴 한데 자회사인 넥셀을 조금 방치함,아무래도 넥셀과 세미는 역할이 분리된 회사인데 공통 교육을 진행함,
898,코아시아,2021.12.23,3.4,5.0,“기회가 많은 회시”,여러 기회가 많고 전체적으로 크고 있는 기분이 듭니다. 앞으로 전망이 좋습니다,수주가 몰려있어서 쫌 바쁩니다. 나머지는 아직은 잘 모르겠습니다.,
899,코아시아,2021.12.21,3.4,3.0,“교육에 진심인 회사”,"신입들한테 정말 관심이 많습니다.
충분한 교육 후 과제에 투입됩니다.","모든 팹리스의 단점이지만 워라밸은 없습니다. 다만 자율 출퇴근제이니, 근무조정 효율적으로 하시면 나름 쉬는 날좀 만들수도..",
900,코아시아,2021.12.17,3.4,4.0,“배울게 많고 앞으로 할게 많은 회사”,"업무 관련해서 배울 점이 많음, 할일이 많아서 성장 가능성이 높음",업무 특성상 야근이 필요할 수 있고 이 부분이 힘들 수 있을 것 같음,
901,코아시아,2021.12.16,3.4,4.0,“배울거 많은 회사”,"서울 근무
연구 개발 직무
임원님들 능력있음
변화하려고 함","직무특성상 일이..많으면 끝도 없다
역에서 멂
알아보는 사람이 없음",
902,코아시아,2021.12.15,3.4,5.0,“워라벨이 보장되는 회사”,별로 터치 없습니다. 서로 개인주의느낌도 있고 조용조용,복리후생이 조금 아쉽다는 느낌이 있습니다. 대기업이아니라서 어쩔순없지만,
903,코아시아,2021.12.10,3.4,3.0,“워라벨이 보장되는 회사”,사람들이 참 좋습니다. 이렇게 분위기가 좋은 회사가 있나 싶습니다,반도체산업 특성 상 프로젝트 기간에는 많이 바쁩니다...,
904,코아시아,2021.12.09,3.4,4.0,“중견 중에서 나름 괜찮은 회사”,많은 것을 직접 경험해보고 배울 수 있는 회사. 회사 분위기가 전반적으로 유연한 편.삼성전자와 교류가 많다.,하나의 과제를 해나가는데 필요한 인력이 부족하다. 야근 필수. 계속해서 공부를 해야지만 따라갈 수 있다.,
905,코아시아,2021.12.07,3.4,3.0,“배울거 많은회사”,"성장중인 회사라 배울게 많음
충분한 교육을 통해 기초부터배움","직무특성상 야근 필요
프로젝트가 생기면 아주바빠지는 경향",
906,코아시아,2021.12.07,3.4,5.0,“워라밸?”,사람들이진~~~~~~~~짜 너무 좋아요~~~! 교육시스템도 잘되어있어요,회사 근처 집들이 다 비싸서 가까운 곳에서 자취하기가 힘들다는 점 말고는 없어요.,
907,코아시아,2021.12.01,3.4,3.0,“업무 배울게 많아보임. 회사도 발전할 수 있는 기미가 보임”,"사람들 서글서글함
업무적으로 커리어 발전할 수 있는 여지도 큼","젊은 사람들이 너무 없음
현재 공격적으로 채용하긴해서 지켜봐야할듯",
908,코아시아,2021.11.12,3.4,3.0,“커리어 쌓기에 좋은회사”,사업을 키우려고 프로젝트는 많아서 여러 프로젝트를 경험할수있음,프로젝트는 많은데 일할수있는 인원은 부족하여 일하는 중간급 엔지니어들이 힘들지만 그에 따른 급여는 그닥..,
909,코아시아,2021.11.08,3.4,1.0,“워라벨 보장”,"급여 안밀리고 준다.
연구소치고 워라벨 괜찮아 다닐만 했다.","라인타기
임원 많다 역피라미드 구조
작은데 이것저것 피곤하다",비전을 모르겠고 개인 성장 가능성이나 발전을 위해 퇴사하게됨
910,코아시아,2021.10.10,3.4,3.0,“엔지니어 처우 개선좀...”,"자유로운 회사 분위기
사람에 스트레스 받을 일 없음",워라밸 / 연봉 / 복지 ... 어느 것도 보장이 안됌,
911,코아시아,2021.09.10,3.4,3.0,"“워라밸 좋으나 연봉, 복지, 비젼없음”","직급이 없어서 수평적이고 분위기 좋음.
위에서 갈구고 쪼는 사람 없음.
칼퇴 가능.
각자 할일만 하고 서로 터치안함.","연봉, 복지, 비젼없음.
워라밸은 좋으나 미래가 안보임.",
912,코아시아,2021.07.23,3.4,3.0,“경영진이 문제다. 경영진이 똑바로 해야 사내 문화도 바뀌는데..”,식사제공은 잘해준다. 주차장도 나름 공단에 있는거에 비해 잘 되어있다.,휴가없음. 개인연차 소진해야함. 개인연차 없어도 생산라인이 쉰다그러면 강제로 쉬라고 함. 일을 한다그러면 특별 사유를 말하라고 함. 일을 하겠다는데...,개인이 발전을 할 수 있는 회사다. 거기까지다. 직원을 위한 회사가 아닌 임원들만을 위한 회사다.
913,코아시아,2021.07.21,3.4,3.0,“워라밸개굿”,"평생 직장한 중견기업
연봉도 중견기업 치고는 많이 준다","크게 없다
투자가 없어서 경쟁사에 밀린다
다닐만하기만 회사",
914,코아시아,2021.07.06,3.4,5.0,“배울거 많은 회사”,"외국계 반도체 중 위로는 삼성 뿐
턴키 수주 가능한 얼마 없는 국내 회사","임원이 굉장히 많은 회사
남들이 보기엔 단점이라네요
난 잘 모르겠지만",
915,코아시아,2021.06.29,3.4,2.0,“책임회피”,"좋은 사람들 많았으나 힘들어서 다들 퇴사
그냥 갈대없는 사람만 남음","일은 많으나 책임안짐
일을 아무도 안하다가 닥치면 득달",
916,코아시아,2021.06.03,3.4,5.0,“배울게 많은 회사”,"분위기좋고 엔지니어들이 능력있다.
출근도 자유롭다. 수평적 분위기","과제가 많아 바쁘다. 일이많다.
단점이 잘 기억나지않는다",
917,코아시아,2021.05.21,3.4,5.0,“S사 시스템 적극 도입+워라밸이 가능한 회사 ”,"지속적인 새로운 사업기회 물색, 직급에 상관치 않는 역할 부여","일부 외부 영입 고연령 임원들의 보수적이고 안전최우선주의 팽배한, 보신주의",
918,코아시아,2021.04.15,3.4,5.0,“일감이 많아서 배울기회는 많다”,"1. 임원진, 선배들이 좋은사람이 진짜많음 전직장대비해서 많고 애초에 마인드가 다르다 특히 임원분들이

2. 연봉인상률이 좋은거 같음","아직은 완벽하게 프로세스가 잡힌거 같지는 않음

근처 자취하기가 빡센 전세값",
919,코아시아,2021.04.15,3.4,3.0,“회사의 비전은 좋으나 개인의 능력 향상은 잘 모르겠다”,임원분들이나 경력사원분들 등 상사분들이 굉장히 좋다. 꼰대문화 거의 없다. 휴가 사용도 눈치보지 않는 편. 회사가 확장하는 추세이기 때문에 회사 비전은 좋은 편이다.,역량을 쌓을 수 있는 환경이 부족하다. 일단 경력사원이 매우 부족하고 라이센스가 부족하여 신입사원들이 교육받고 실습을 진행하기에 어렵다. 이 회사에서 계속 일을 한다면 괜찮은 회사겠지만 여기서 경력쌓고 이직하겠다고 하면 솔직히 잘 모르겠다. 급여는 동종업계 대비 보통수준이다.,
920,코아시아,2021.04.11,3.4,3.0,“좋긴하나 체계가 필요하다”,"배우기 좋다
크고있는회사라 입지를 다질수있다
수평관계다","체계가 아직은없어서 일하는사람만 일하게될수있다
중간층이 없다",
921,코아시아,2021.04.09,3.4,3.0,“삼성벤더로 탄탄한 매출”,해외공장 등이 있어 출장이 가능하고 꾸준한 매출 성장이 좋음,일이 단조롭다 느낄수도 있으며 시스템이 아직 구식이라 불편한 점도 있지만 개선중,
922,코아시아,2021.03.18,3.4,4.0,“워라벨이 괜찮은 회사”,워라벨 괜찮음 커리어 향상에 도움이될거같음 서울근무 가능,"급여가 적음, 서울을 벗어난 근무를 해야할 가능성 있음",
923,코아시아,2021.03.06,3.4,4.0,“워라벨 좋음. ”,워라벨 좋음. 식대지원함. 급여도 뭐... 딱히 불만은 없음.,성과급은 조금 나오지만 딱히 직원을 위해 뭘 해준다는 느낌은 없음,
924,코아시아,2021.02.01,3.4,3.0,“그냥 그럭저럭 다닐만한 회사”,동종업계 비교해서 업무강도 세지않고 윗선에 잘 보이면 여유가지며 일 할 수 있음,정치가 행세하는 꼬리아홉달린 구미호들이 너무 많아서 어느정도의 연기 여우짓이 필요함 정치못하면 일 잘해도 인정못받음,
925,원익피앤이,2022.08.28,3.0,2.0,“반복되는 인사개편”,"원익이 되면서 식사 품질이 좋아짐
대외적인
복지는 나아지고 있는 것 같음",중견기업으로 변화하려 하지만 아직도 중소기업 마인드를 버리지 못함,
926,원익피앤이,2022.09.20,3.0,3.0,“점점 커져가는 회사”,"1. 연차사용이 자유롭다
2. 아침점심저녁식사 가능하다",회사는 커져가고 있지만 명확한 팀간 R&R이 명확하지 않음,
927,원익피앤이,2022.09.16,3.0,1.0,“꼰대와 고인물들의 놀이터”,남을 비방하는 (뒷담화) 방법을 터득하고 파벌에 가입할 수 있다,장점이 없고 브레인들(배우고 함께 성장할 분들)은 없으니 바보가 된다는 슬픈사실,
928,원익피앤이,2022.09.06,3.0,4.0,“적당히 자유로운 분위기”,"원익에서 미래선장성을 보고 인수한만큼 회사 자체의 수익성은 점진적으로 향상될거같다.
밥 괜찮게 나오고 건물은 깔끔한편.","근무인원에 비해 턱없이 부족한 주차공간.
상조회비 매달 나가는거 아까움.",
929,원익피앤이,2022.09.02,3.0,3.0,“부서마다 캐바캐임”,1. 식사가 괜찮음 2. 헬스장 생김 3. 시간외근무에 대한 적절한 보상 4. 안정적인 근무요건 5. 경영진 소통 노력 6. 유연근무 등..,1. 출장자 영수증검열 및 현실성 없는 낮은 출장 식비 2. 낮은 연봉 3. 협소한 주차장 현재 부장급 및 임원만 주차가능 4. 님이라는 이상한 호칭 5. 부서간 텃새 심함.. 금방 해결할걸 빙빙돌림 6. 유지보수가 시간을 갈아넣고 있음,
930,원익피앤이,2022.09.01,3.0,3.0,“비켜주세요 지나갑니다~~”,"식당 맛있음.
연장근무 수당이 있다.
연차 사용 자유러움","급여가 높지 않음
생각보다 배울께 없음
주차는 포기해야함",
931,원익피앤이,2022.08.30,3.0,3.0,“어수선한 회사”,"-회사 구성원이 대부분 20대 후반-40대 초반으로 젊음
-회사 비전, 목표를 공유하려고 다양하게 노력하는 점이 느껴짐
-회사 안에 카페, 식당, 헬스장, 게임기 다 있어서 체감 복지는 좋아지는 중
-사람들이 대부분 좋음","-잦은 인수 합병으로 1년 내내 분위기가 붕 떠있음
-회사 규모 대비 의외로 기본적인 복지가 없음(여름 휴가 연차에서 까기, 휴가비 당연히 없음, 명절 떡값 없음 등)
-직원이 500명대 인데 부서별, 직원별 R&R 없음
-그 이유때문인지 회사에 중간관리자가 없고 중간관리자로 승진하더라도 금방 이직하는 분위기가 만연함
-매달 25000원씩 상조회비를 강제로 내야됨",
932,원익피앤이,2022.08.27,3.0,3.0,“사무직기준 커리어 쌓기는 좋은듯”,"깨끗한 환경
맛있는 식사에 3끼 제공
업무 범위가 다양함
수당 줌","칼퇴하는 문화는 아니고
주차장 사용불가
산업단지라 차 없으면 불편",
933,원익피앤이,2022.08.23,3.0,2.0,“바쁜사람 따로 노는사람 따로”,"복지시설 개선이 지속적으로 이루어짐
식사 제공 맛도 있음","업무 불균형이 보편화 되어있음
잦은 조직개편으로인한 혼란",
934,원익피앤이,2022.08.11,3.0,3.0,“R&R 정의가 시급한 회사”,"대체로 상급자 눈치 보지 않는 퇴근, 반차, 휴가가 장점",어수선하고 갈피를 잘 잡아야 하는 시기임에도 경영진의 눈높이는 현실 직시가 않되고 추진 업무는 중복에 중복.,
935,원익피앤이,2022.08.09,3.0,4.0,“그냥저냥 다닐만한 회사”,음 그냥 익숙해지면 다니기 편한 회사 나쁘지않음 밥 나오는거 좋음,출장업무가 잦고 책임져줄 사람이 없다는점? 그래서 그냥 손놓고 있게 됨,
936,원익피앤이,2022.08.08,3.0,3.0,“성장하는 회사”,성장하는 산업군과 회사. 그 속에서 자기도 성장할 수 이있음.,"불균형적인 업무량. 부서 및 개인마다의 업무량 차이. 어느 회사나 이러한 부분이 존재하지만, 비교적 심함.",
937,원익피앤이,2022.08.02,3.0,5.0,“경험쌓기 좋은 회사”,"1. 밥 잘나옴
2. 워라벨 지킬수있음
3. 사내 카페테리아 편리성
4. 휴게공간
5. 다양한 업무 프로세스를 경험하여 개인 역량을 키울수 있음
6. 작지않은 기업규모","1. 급여 (살짝 아쉬움)
2. 잦은 조직개편
3. 식대… 및 해외출장 일급..",
938,원익피앤이,2022.08.01,3.0,2.0,“필요 인력을 못 알아보는 회사”,월급은 안 밀리고 잘 나오고 워라벨은 챙기려면 챙길 수 있음,사이트는 늘어나고 사람은 줄어들고 조직 개편은 4계절인양 찾아오네,
939,원익피앤이,2022.07.27,3.0,3.0,“사람들이 좋은 회사”,"타부서는 잘 모르지만 우리팀은 사람들이 좋음.
워라밸을 챙길수있음(이건 부바부).
시간외수당 잘챙겨줌.","잦은 조직개편.
체계적이지 않은 회사시스템.
잡무로 인해 본인업무 집중이 힘듬.",
940,원익피앤이,2022.07.26,3.0,1.0,“지옥 그자체 돔향챠!”,겉에서 보면 그럴듯 해보임. 회사 구내식당이 있고 지하철도 가까움,중소기업이라 그런지 꼰대들이 많고 텃세부리는거 보기 더부룩함. 밑에 사원들은 죽어나가는데 정작 팀원관리 안하고 산책다니기 바쁨. 출장 식비는 몇년째 8000원에 출장만 다니면 적자임. 여름휴가 포함 연차 15일에 연차도 눈치보면서 씀. 뼈 빠지게 일해도 업무량만 증가 대우라고는 1도 없음. 정작 위에서는 출근 하면 주식창 보고 게임하느라 월급 루팡. 매일 새벽 4시까지 야근해도 주말에 출근 안하면 일 안한사람이 되어버림.그렇다고 오히려 열심히 하면 노예됌. 일 잘한다고 일을 더 던저줌. 3개월 짜리 해외 출장도 동네 마실가듯이 3일전에 알려줘서 유배시켜 버림. 올해 상반기 공채 및 신입사원 퇴사자 넘쳐서 공중분해 당함. 퇴사자가 아무리 많아도 현실 파악 못함. 회사가 피라미드 거꾸로 되어있는지 관리자는 많은데 밑에 사원들은 적음. 예를 들어 작년보다 직원수가 100명이 늘었는데 정작 사원 수는 줄어들었음. 그냥 답이 없습니다. 돔향챠!@,
941,원익피앤이,2022.07.13,3.0,3.0,“일없으면 워라벨 보장 일많으면 몸이 갈리는회사”,"일없을때 칼퇴
자기 일만 잘하면 뭐라하는 사람없음
회사 식당밥 맛있음","일 많을때
식비 8000원
국내 출장비 없음
해외
중국 4만원
유럽/미국 7만원
10년째 같은가격",
